location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,Campaign_A,probability_high_value
Arizona,Yes,Basic,College,Employed,M,83846,Suburban,Married,74,22,94,3,2,Special Auto,Special L1,Offer2,Agent,355.2,Four-Door Car,Large,1,Yes,0.9946047359559248
Washington,No,Basic,College,Employed,M,51159,Rural,Married,72,4,61,0,1,Personal Auto,Personal L2,Offer2,Branch,4.238626,Four-Door Car,Medsize,0,No,0.00709334090592328
California,No,Basic,College,Employed,M,83772,Rural,Divorced,62,13,76,0,1,Personal Auto,Personal L3,Offer3,Branch,42.248087,Two-Door Car,Large,0,No,0.006826803000530814
Arizona,Yes,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize,1,Yes,0.9933556623334554
Arizona,No,Basic,College,Employed,F,88440,Rural,Single,70,19,30,0,2,Personal Auto,Personal L3,Offer4,Branch,27.145151,Two-Door Car,Medsize,1,Yes,0.9948839346598048
Arizona,No,Basic,Master,Employed,F,25666,Urban,Married,63,7,30,2,2,Personal Auto,Personal L3,Offer4,Call Center,270.002766,Four-Door Car,Medsize,1,Yes,0.9920886236887204
Oregon,No,Basic,High School or Below,Employed,F,52926,Suburban,Married,61,2,92,0,1,Personal Auto,Personal L3,Offer1,Call Center,292.8,Four-Door Car,Medsize,0,No,0.005545225528202242
Nevada,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,67,16,90,0,1,Personal Auto,Personal L3,Offer3,Agent,494.946438,Four-Door Car,Medsize,0,No,0.006211323947736423
Washington,No,Basic,Bachelor,Employed,F,40001,Rural,Divorced,70,26,7,0,2,Personal Auto,Personal L3,Offer1,Branch,142.56700800000004,Four-Door Car,Medsize,1,Yes,0.9957561127511873
California,Yes,Basic,College,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L3,Offer1,Branch,425.266308,Four-Door Car,Medsize,0,No,0.006340274064512937
Oregon,No,Basic,College,Disabled,M,18024,Suburban,Single,65,13,1,0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Medsize,0,No,0.034864977553779194
Oregon,Yes,Basic,College,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large,1,Yes,0.9883001820833102
Oregon,No,Basic,Bachelor,Medical Leave,F,23220,Urban,Married,74,3,73,0,1,Personal Auto,Personal L3,Offer1,Agent,251.33424700000003,Four-Door Car,Medsize,0,No,0.008567264858965383
California,Yes,Basic,High School or Below,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Offer2,Branch,369.818708,SUV,Large,1,Yes,0.9956441535547128
Oregon,No,Basic,College,Employed,F,58042,Urban,Married,62,14,88,0,2,Corporate Auto,Corporate L3,Offer3,Agent,161.419528,Four-Door Car,Medsize,1,Yes,0.9921339672167444
Oregon,No,Basic,High School or Below,Employed,F,90034,Suburban,Married,112,5,86,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,537.6,SUV,Medsize,0,No,0.009052511721752938
Nevada,Yes,Basic,High School or Below,Retired,M,27972,Suburban,Married,61,7,38,0,1,Special Auto,Special L1,Offer3,Web,292.8,Four-Door Car,Medsize,0,No,0.005298759669718104
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,6,45,0,2,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,1,Yes,0.9890678757893936
Arizona,No,Extended,Bachelor,Employed,M,50989,Urban,Married,80,3,11,0,1,Corporate Auto,Corporate L3,Offer2,Agent,255.999709,Four-Door Car,Medsize,0,No,0.007210468495455219
Arizona,Yes,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Special Auto,Special L1,Offer1,Agent,484.8,Four-Door Car,Medsize,1,Yes,0.9965044270365584
California,Yes,Basic,Bachelor,Employed,F,89451,Rural,Single,63,11,2,0,1,Special Auto,Special L2,Offer2,Web,61.769564,Four-Door Car,Medsize,0,No,0.007599657623249445
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,182,3,56,0,2,Personal Auto,Personal L2,Offer1,Web,1310.4,Luxury Car,Medsize,1,Yes,0.9968870589625252
Washington,No,Basic,Bachelor,Employed,M,78904,Rural,Divorced,109,10,38,0,9,Personal Auto,Personal L3,Offer4,Branch,250.001424,SUV,Large,1,Yes,0.9939330982625124
Arizona,No,Extended,Doctor,Employed,M,70247,Rural,Single,83,13,19,1,1,Personal Auto,Personal L2,Offer4,Call Center,141.799422,Four-Door Car,Medsize,0,No,0.007065262415301897
Arizona,No,Basic,High School or Below,Employed,M,32653,Suburban,Married,67,4,25,0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Two-Door Car,Large,1,Yes,0.9896565987559256
Washington,No,Extended,High School or Below,Employed,M,93595,Rural,Married,97,15,30,4,1,Special Auto,Special L2,Offer4,Agent,49.797016,Four-Door Car,Medsize,0,No,0.006752376973738012
California,No,Basic,Master,Employed,M,90279,Urban,Divorced,115,7,64,0,2,Personal Auto,Personal L1,Offer3,Call Center,372.175592,SUV,Medsize,1,Yes,0.9957964013216414
Oregon,No,Basic,College,Unemployed,F,0,Suburban,Single,72,3,56,0,3,Personal Auto,Personal L3,Offer1,Agent,542.14385,Four-Door Car,Small,1,Yes,0.8284748172634959
California,No,Basic,Bachelor,Employed,M,53310,Suburban,Divorced,189,26,33,3,1,Personal Auto,Personal L3,Offer2,Branch,1360.8,Luxury Car,Medsize,1,Yes,0.992730192550766
California,No,Premium,College,Unemployed,M,0,Suburban,Divorced,105,5,42,0,5,Personal Auto,Personal L3,Offer1,Agent,504.0,Four-Door Car,Medsize,1,Yes,0.994245730133208
Oregon,No,Premium,Bachelor,Employed,F,22234,Suburban,Divorced,160,0,92,0,3,Personal Auto,Personal L3,Offer1,Agent,768.0,SUV,Medsize,1,Yes,0.9971748892787984
Washington,No,Extended,High School or Below,Employed,F,91375,Rural,Married,99,22,89,0,2,Personal Auto,Personal L1,Offer4,Call Center,72.63293399999998,Two-Door Car,Medsize,1,Yes,0.99597362565507
Nevada,No,Extended,High School or Below,Employed,F,22250,Suburban,Married,86,10,36,0,3,Personal Auto,Personal L3,Offer3,Web,720.601429,Two-Door Car,Medsize,1,Yes,0.996154580705895
Oregon,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,80,9,69,0,7,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,1,Yes,0.9820709096700152
Oregon,Yes,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,1,Yes,0.9939839724517042
California,No,Basic,High School or Below,Employed,F,51179,Suburban,Married,71,10,25,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,466.176731,Four-Door Car,Small,1,Yes,0.9958395316239248
California,No,Basic,Bachelor,Employed,M,38667,Rural,Single,72,8,67,0,1,Personal Auto,Personal L3,Offer1,Agent,159.266473,Four-Door Car,Medsize,0,No,0.008388789016519077
California,Yes,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Corporate Auto,Corporate L2,Offer2,Branch,547.2,SUV,Medsize,0,No,0.007926021298841771
Nevada,No,Premium,Doctor,Employed,F,67763,Rural,Married,107,28,10,2,9,Personal Auto,Personal L3,Offer1,Web,41.283167,Four-Door Car,Medsize,1,Yes,0.9948160188341936
Nevada,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,62,8,81,2,6,Corporate Auto,Corporate L3,Offer1,Call Center,503.808329,Four-Door Car,Medsize,0,No,0.012022955932515652
Oregon,No,Basic,College,Unemployed,F,0,Suburban,Single,71,5,20,0,5,Corporate Auto,Corporate L2,Offer1,Call Center,859.5994109999997,Four-Door Car,Small,1,No,0.471612946006693
California,No,Basic,Master,Employed,F,71943,Urban,Single,112,8,51,0,4,Corporate Auto,Corporate L2,Offer3,Agent,305.653785,SUV,Medsize,1,Yes,0.9942965540489191
Oregon,No,Basic,College,Employed,F,53526,Urban,Married,68,27,69,0,4,Personal Auto,Personal L3,Offer1,Agent,278.902846,Four-Door Car,Medsize,1,Yes,0.9885329069604558
Oregon,No,Premium,College,Employed,M,35005,Suburban,Married,295,14,46,0,2,Personal Auto,Personal L3,Offer2,Web,1416.0,Luxury Car,Small,1,Yes,0.9974327468947802
California,No,Basic,College,Employed,M,24721,Rural,Married,67,3,76,0,1,Personal Auto,Personal L2,Offer2,Branch,139.963594,Four-Door Car,Medsize,0,No,0.00692276467401713
Washington,No,Premium,College,Unemployed,M,0,Suburban,Single,102,29,72,2,2,Personal Auto,Personal L3,Offer1,Branch,734.4,Four-Door Car,Medsize,1,Yes,0.9958770610907396
Arizona,Yes,Basic,Master,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,1,Yes,0.9937337259839932
Arizona,No,Basic,Master,Employed,M,48587,Suburban,Married,111,7,14,0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize,1,Yes,0.9962651984522688
Arizona,No,Basic,High School or Below,Employed,F,76310,Suburban,Married,67,1,33,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Two-Door Car,Medsize,0,No,0.007008249846698939
California,No,Extended,Bachelor,Employed,M,73205,Rural,Married,92,9,18,0,1,Personal Auto,Personal L2,Offer3,Branch,37.299865,Four-Door Car,Medsize,0,No,0.007003242878031598
Oregon,No,Extended,College,Employed,F,51056,Rural,Married,78,27,86,0,2,Personal Auto,Personal L1,Offer3,Branch,95.816516,Four-Door Car,Large,1,Yes,0.9959330026728432
California,Yes,Extended,College,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,1,Yes,0.994947302979412
California,No,Basic,Bachelor,Medical Leave,F,23940,Suburban,Married,107,13,34,0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,1,Yes,0.9941958171417284
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,26,18,0,1,Personal Auto,Personal L3,Offer4,Call Center,446.4,Four-Door Car,Medsize,0,No,0.0052175824516930355
California,No,Basic,Bachelor,Employed,M,44216,Rural,Married,71,24,36,0,2,Personal Auto,Personal L2,Offer1,Agent,72.205362,Four-Door Car,Large,1,Yes,0.995711599609702
California,Yes,Basic,High School or Below,Retired,M,27972,Suburban,Married,61,7,38,0,1,Corporate Auto,Corporate L3,Offer3,Web,292.8,Four-Door Car,Medsize,0,No,0.005298759669718104
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,69,27,48,0,9,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small,1,Yes,0.9384412995708844
California,No,Basic,Master,Employed,F,29305,Suburban,Married,66,1,38,0,1,Personal Auto,Personal L2,Offer3,Web,475.2,Four-Door Car,Small,0,No,0.006863145848410674
California,No,Basic,College,Employed,F,53882,Suburban,Married,69,14,33,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,0,No,0.008404590534848036
Oregon,No,Basic,College,Employed,M,91757,Suburban,Married,69,29,58,1,1,Personal Auto,Personal L3,Offer2,Web,331.2,Four-Door Car,Medsize,0,No,0.007358674356845941
California,No,Basic,Bachelor,Employed,F,33906,Suburban,Married,64,25,49,0,2,Personal Auto,Personal L2,Offer1,Branch,401.592109,Two-Door Car,Small,1,Yes,0.9946543144817694
Oregon,No,Extended,Bachelor,Employed,M,68158,Rural,Married,139,28,87,1,4,Personal Auto,Personal L2,Offer1,Call Center,253.183568,SUV,Medsize,1,Yes,0.9963684695604472
California,No,Extended,College,Unemployed,M,0,Suburban,Single,134,24,86,3,5,Personal Auto,Personal L1,Offer1,Agent,643.2,SUV,Medsize,1,Yes,0.969868305616816
Oregon,No,Extended,College,Employed,M,42165,Suburban,Single,123,22,66,0,1,Corporate Auto,Corporate L3,Offer1,Branch,799.673766,SUV,Large,0,No,0.041547408563599834
Washington,No,Basic,College,Unemployed,M,0,Suburban,Single,101,24,11,0,1,Personal Auto,Personal L3,Offer4,Web,727.2,SUV,Medsize,0,No,0.007486759757891131
California,Yes,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L3,Offer2,Branch,91.834668,Four-Door Car,Medsize,0,No,0.007059546387147995
California,No,Basic,Bachelor,Employed,M,68074,Rural,Married,65,12,62,0,1,Personal Auto,Personal L1,Offer4,Branch,27.987867,Four-Door Car,Medsize,0,No,0.0068249096538999
Washington,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,131,20,59,0,2,Personal Auto,Personal L3,Offer3,Agent,842.391832,SUV,Medsize,1,Yes,0.9964260816044562
California,No,Extended,Master,Employed,F,71135,Urban,Married,92,11,64,1,3,Personal Auto,Personal L3,Offer1,Branch,270.56399500000003,Four-Door Car,Medsize,1,Yes,0.9957551627655492
California,No,Basic,College,Unemployed,F,0,Suburban,Single,61,30,35,0,3,Personal Auto,Personal L3,Offer3,Agent,292.8,Two-Door Car,Medsize,0,No,0.010239487496356146
Oregon,Yes,Basic,Master,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L1,Offer1,Agent,158.077504,Sports Car,Medsize,1,Yes,0.9894824626194773
Arizona,Yes,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,1,Yes,0.9962944542779464
Washington,No,Basic,College,Employed,F,44705,Rural,Divorced,71,21,63,0,6,Personal Auto,Personal L2,Offer1,Branch,148.17315200000004,Two-Door Car,Medsize,1,Yes,0.9842219721742618
California,No,Extended,College,Employed,F,64642,Urban,Married,96,3,79,0,2,Personal Auto,Personal L2,Offer3,Branch,404.265696,Four-Door Car,Large,1,Yes,0.99597362565507
Oregon,Yes,Basic,College,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medsize,0,No,0.00732555855769783
Oregon,No,Basic,High School or Below,Employed,M,46754,Suburban,Married,106,5,70,1,9,Personal Auto,Personal L3,Offer3,Web,513.818403,SUV,Medsize,1,Yes,0.9941381794955124
California,Yes,Basic,College,Employed,M,64801,Urban,Married,64,23,19,0,2,Corporate Auto,Corporate L3,Offer2,Web,268.471802,Four-Door Car,Medsize,1,Yes,0.99582623430439
Arizona,No,Extended,Bachelor,Employed,M,70410,Rural,Married,83,25,13,0,1,Personal Auto,Personal L3,Offer2,Web,131.828507,Four-Door Car,Medsize,0,No,0.007256829481280383
Nevada,No,Extended,High School or Below,Employed,F,66957,Suburban,Married,131,31,4,1,1,Personal Auto,Personal L1,Offer2,Web,628.8,SUV,Medsize,1,Yes,0.9885742967064104
Nevada,No,Extended,High School or Below,Employed,F,24213,Suburban,Single,78,11,28,1,2,Personal Auto,Personal L3,Offer2,Agent,374.4,Four-Door Car,Medsize,1,Yes,0.9956557878482484
Washington,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Special Auto,Special L3,Offer1,Agent,960.115399,SUV,Large,0,No,0.00985111300023724
Oregon,Yes,Basic,Master,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,0,No,0.007569237007935931
Arizona,No,Basic,High School or Below,Employed,M,86122,Suburban,Married,182,33,54,1,1,Personal Auto,Personal L2,Offer2,Agent,873.6,Luxury SUV,Small,1,Yes,0.9939207697229204
Arizona,No,Basic,Bachelor,Employed,M,82297,Rural,Single,116,5,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,0.382107,Sports Car,Medsize,0,No,0.010555622253076486
Washington,No,Basic,Doctor,Employed,F,82210,Rural,Married,68,33,46,4,1,Personal Auto,Personal L2,Offer3,Call Center,51.96191500000001,Four-Door Car,Medsize,0,No,0.006919825323920147
California,No,Basic,High School or Below,Employed,M,43259,Suburban,Married,73,12,18,0,2,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize,1,Yes,0.9956740327832272
Oregon,No,Extended,College,Unemployed,M,0,Suburban,Married,79,7,72,0,2,Personal Auto,Personal L3,Offer2,Web,379.2,Four-Door Car,Medsize,1,Yes,0.9953233990865396
California,No,Basic,College,Disabled,M,25064,Suburban,Married,62,17,34,0,1,Personal Auto,Personal L3,Offer1,Call Center,297.6,Four-Door Car,Medsize,0,No,0.0056422845608457926
Arizona,No,Basic,Master,Employed,M,25816,Suburban,Single,119,18,63,0,1,Personal Auto,Personal L1,Offer3,Agent,571.2,Sports Car,Medsize,0,No,0.00888272219587965
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,73,14,74,0,8,Personal Auto,Personal L3,Offer1,Call Center,350.853987,Four-Door Car,Large,1,Yes,0.9620952531146214
Oregon,No,Basic,College,Employed,F,41662,Urban,Divorced,69,27,73,0,6,Corporate Auto,Corporate L3,Offer1,Agent,217.973168,Four-Door Car,Medsize,1,Yes,0.980265332653912
Arizona,No,Extended,Bachelor,Employed,M,96170,Suburban,Married,92,8,86,0,1,Personal Auto,Personal L1,Offer2,Call Center,441.6,Four-Door Car,Large,0,No,0.007067992270925336
Arizona,No,Basic,High School or Below,Employed,F,46072,Rural,Single,64,0,61,0,4,Personal Auto,Personal L3,Offer1,Branch,25.93406400000001,Four-Door Car,Medsize,1,Yes,0.7184375198706676
Arizona,No,Extended,High School or Below,Employed,F,37931,Suburban,Married,99,8,31,0,2,Personal Auto,Personal L3,Offer2,Branch,475.2,Four-Door Car,Small,1,Yes,0.99597362565507
Oregon,No,Basic,High School or Below,Employed,M,35127,Suburban,Married,62,9,21,0,5,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Small,0,No,0.08554183481833483
Washington,No,Basic,Doctor,Employed,F,72450,Rural,Married,66,21,58,0,1,Corporate Auto,Corporate L3,Offer4,Branch,84.218363,Four-Door Car,Medsize,0,No,0.006747536456463889
Nevada,No,Extended,College,Employed,F,93087,Suburban,Married,131,14,25,3,1,Corporate Auto,Corporate L3,Offer1,Agent,628.8,Sports Car,Medsize,1,Yes,0.9830417546704956
Arizona,No,Basic,High School or Below,Employed,M,22398,Suburban,Married,67,23,76,2,1,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Large,0,No,0.008900020507295492
California,No,Extended,High School or Below,Employed,M,92983,Rural,Married,87,9,77,1,2,Corporate Auto,Corporate L3,Offer1,Agent,153.205591,Four-Door Car,Medsize,1,Yes,0.9963276628942672
Arizona,No,Extended,Bachelor,Medical Leave,M,27689,Suburban,Married,239,0,72,2,1,Personal Auto,Personal L2,Offer2,Web,2893.239678,Luxury SUV,Medsize,1,Yes,0.9938874689055759
California,No,Basic,College,Employed,F,69654,Suburban,Married,118,10,50,0,7,Corporate Auto,Corporate L3,Offer1,Branch,629.532731,SUV,Small,1,Yes,0.9947300061443762
California,No,Basic,Bachelor,Employed,F,80744,Urban,Married,111,15,19,0,2,Personal Auto,Personal L3,Offer3,Web,361.284757,SUV,Medsize,1,Yes,0.9958578575249558
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,112,13,59,0,1,Corporate Auto,Corporate L2,Offer1,Agent,1185.988301,SUV,Medsize,0,No,0.010506544958375838
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,7,5,1,2,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,Large,1,Yes,0.9880745847117696
Arizona,Yes,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Special Auto,Special L3,Offer3,Agent,86.46158199999998,Four-Door Car,Medsize,1,Yes,0.9955629482883568
Oregon,Yes,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,0,No,0.007452200908319526
California,Yes,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21,50,0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,1,Yes,0.9943052657863656
Washington,No,Basic,High School or Below,Employed,M,21190,Suburban,Married,65,24,68,2,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Medsize,0,No,0.006863721838704102
Washington,No,Basic,College,Employed,F,94041,Rural,Married,66,14,11,0,1,Personal Auto,Personal L3,Offer3,Agent,159.756733,Four-Door Car,Medsize,0,No,0.007028360939644698
Nevada,No,Premium,Master,Employed,F,91474,Rural,Married,113,9,99,0,2,Corporate Auto,Corporate L3,Offer3,Branch,24.087774,Two-Door Car,Large,1,Yes,0.9957712299453244
California,No,Basic,Bachelor,Employed,F,61469,Suburban,Married,63,16,65,5,3,Personal Auto,Personal L3,Offer3,Branch,302.4,Four-Door Car,Small,0,No,0.1698006258887449
Arizona,No,Basic,High School or Below,Medical Leave,F,16618,Urban,Single,62,0,40,0,1,Special Auto,Special L2,Offer3,Branch,219.288706,Four-Door Car,Medsize,0,No,0.005647473851208959
California,No,Basic,Bachelor,Employed,F,48081,Urban,Married,188,31,12,0,5,Personal Auto,Personal L3,Offer1,Branch,881.360959,Luxury SUV,Small,1,Yes,0.9964738790566202
Oregon,No,Extended,Doctor,Employed,M,67632,Rural,Married,121,0,44,0,4,Personal Auto,Personal L3,Offer1,Branch,26.951627,Sports Car,Medsize,1,Yes,0.9933124982556002
Oregon,No,Basic,Bachelor,Employed,F,34115,Urban,Married,119,6,73,0,6,Personal Auto,Personal L2,Offer1,Agent,466.122541,SUV,Medsize,1,Yes,0.9948445825640246
Arizona,No,Extended,High School or Below,Medical Leave,M,23051,Suburban,Divorced,99,31,86,0,1,Personal Auto,Personal L1,Offer1,Agent,475.2,Two-Door Car,Medsize,0,No,0.008030313700931066
California,No,Extended,College,Medical Leave,M,23748,Suburban,Married,99,0,24,0,2,Personal Auto,Personal L2,Offer2,Agent,607.095655,Four-Door Car,Large,1,Yes,0.9960545656496635
Arizona,No,Basic,College,Employed,F,40589,Suburban,Divorced,69,23,68,0,2,Corporate Auto,Corporate L3,Offer4,Branch,331.2,Four-Door Car,Medsize,1,Yes,0.9947784153094804
California,No,Extended,College,Employed,F,50809,Urban,Single,83,29,58,0,2,Personal Auto,Personal L1,Offer1,Branch,290.381707,Four-Door Car,Medsize,1,Yes,0.9960975977888124
Arizona,Yes,Extended,High School or Below,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L2,Offer3,Agent,558.099357,Four-Door Car,Small,0,No,0.007003242878031598
