location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,probability_high_value,Campaign_A
Arizona,No,Basic,Bachelor,Employed,M,45404,Urban,Married,70,13,11,2,6,Corporate Auto,Corporate L3,Offer4,Web,266.144648,Two-Door Car,Medsize,1,0.4927743493755642,Yes
Nevada,No,Basic,Master,Employed,M,77350,Suburban,Divorced,66,11,4,0,1,Personal Auto,Personal L1,Offer4,Branch,316.8,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Unemployed,F,0,Urban,Married,133,1,85,0,2,Personal Auto,Personal L2,Offer2,Branch,532.747291,SUV,Medsize,1,0.5169160855993816,Yes
Arizona,No,Extended,Bachelor,Employed,M,53984,Suburban,Divorced,80,15,62,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,421.484456,Four-Door Car,Small,0,0.0,No
California,No,Premium,Doctor,Employed,M,45484,Suburban,Single,111,31,28,0,8,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize,1,0.5145396052695153,Yes
California,No,Extended,Master,Employed,M,98138,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Offer3,Agent,427.52731,Four-Door Car,Medsize,1,0.5154363834146136,Yes
California,No,Basic,Bachelor,Medical Leave,M,10237,Urban,Married,72,31,97,0,1,Personal Auto,Personal L2,Offer2,Call Center,253.637853,Two-Door Car,Medsize,0,0.0,No
Washington,No,Basic,Bachelor,Employed,M,51144,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.305224,Two-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,College,Employed,F,45768,Urban,Married,73,33,27,0,1,Personal Auto,Personal L2,Offer1,Agent,191.934494,Two-Door Car,Medsize,0,0.0,No
California,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,1,0.5097369399116716,Yes
Arizona,No,Basic,Bachelor,Medical Leave,M,20811,Suburban,Married,61,33,61,0,1,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,82,15,88,2,2,Corporate Auto,Corporate L2,Offer1,Agent,511.320391,Four-Door Car,Medsize,1,0.5119968814882554,Yes
Arizona,No,Basic,Master,Employed,F,28264,Urban,Divorced,61,22,12,4,6,Corporate Auto,Corporate L2,Offer1,Agent,167.889924,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,F,29444,Suburban,Married,63,5,84,0,1,Personal Auto,Personal L3,Offer3,Call Center,302.4,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Master,Employed,F,33032,Rural,Married,86,33,77,1,2,Personal Auto,Personal L3,Offer2,Branch,87.080119,Two-Door Car,Medsize,1,0.5153692915540314,Yes
California,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,174,13,30,0,8,Personal Auto,Personal L2,Offer2,Agent,1724.2349329999995,SUV,Medsize,1,0.5169359945788062,Yes
Oregon,No,Basic,High School or Below,Employed,F,26004,Suburban,Married,70,12,3,0,1,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Unemployed,F,0,Suburban,Single,67,12,67,5,7,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medsize,0,0.0,No
Washington,No,Premium,Master,Employed,M,49564,Suburban,Divorced,105,8,29,0,5,Corporate Auto,Corporate L1,Offer3,Web,661.6089360000002,Four-Door Car,Small,1,0.5135073724221918,Yes
California,No,Basic,High School or Below,Medical Leave,F,22319,Suburban,Married,63,3,41,1,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Small,0,0.0,No
Washington,No,Basic,College,Unemployed,F,0,Suburban,Single,113,12,66,2,7,Personal Auto,Personal L3,Offer1,Call Center,733.737214,Sports Car,Medsize,1,0.5076691004703608,Yes
California,No,Extended,Master,Employed,F,77143,Rural,Married,125,5,49,3,2,Personal Auto,Personal L3,Offer1,Agent,176.006384,SUV,Small,1,0.5146279653867204,Yes
California,No,Basic,College,Employed,F,58705,Rural,Married,69,19,95,0,1,Personal Auto,Personal L2,Offer4,Web,48.956424,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,M,26689,Suburban,Married,64,34,23,0,1,Corporate Auto,Corporate L3,Offer3,Agent,424.711758,Four-Door Car,Medsize,0,0.0,No
California,No,Premium,Master,Employed,F,70950,Urban,Married,171,6,12,0,1,Personal Auto,Personal L3,Offer4,Call Center,565.929394,Sports Car,Medsize,1,0.5096590107787734,Yes
California,No,Extended,College,Employed,M,66457,Suburban,Married,95,2,76,0,1,Personal Auto,Personal L3,Offer2,Branch,456.0,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Master,Employed,F,52984,Rural,Married,69,12,81,0,5,Personal Auto,Personal L2,Offer1,Web,167.667603,Two-Door Car,Medsize,1,0.5090739813566149,Yes
California,No,Extended,Bachelor,Medical Leave,F,24177,Suburban,Married,92,4,37,1,2,Personal Auto,Personal L2,Offer1,Agent,441.6,Four-Door Car,Medsize,1,0.5160796624558004,Yes
Arizona,No,Basic,Bachelor,Employed,F,43000,Suburban,Married,109,27,9,0,2,Personal Auto,Personal L2,Offer2,Web,676.808053,SUV,Medsize,1,0.5153560007296633,Yes
California,Yes,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,0,0.0,No
Washington,Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,Medsize,1,0.4975279557168493,Yes
California,No,Basic,College,Employed,M,29242,Suburban,Married,73,26,23,0,1,Personal Auto,Personal L1,Offer3,Branch,350.4,Two-Door Car,Large,0,0.0,No
Oregon,No,Extended,Master,Employed,M,99960,Suburban,Married,76,19,83,0,4,Corporate Auto,Corporate L3,Offer1,Agent,364.8,Four-Door Car,Small,1,0.5150085517547884,Yes
California,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,0,0.0,No
California,No,Basic,High School or Below,Employed,F,29098,Suburban,Married,115,21,19,0,4,Personal Auto,Personal L1,Offer3,Web,683.554301,SUV,Medsize,1,0.5146407068409298,Yes
California,No,Premium,High School or Below,Employed,F,62366,Rural,Married,108,22,87,0,8,Personal Auto,Personal L2,Offer1,Call Center,51.316527,Four-Door Car,Medsize,1,0.5139521312399952,Yes
California,No,Basic,College,Unemployed,M,0,Suburban,Married,112,23,20,0,2,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize,1,0.5156894452492956,Yes
California,No,Extended,Bachelor,Unemployed,F,0,Suburban,Married,133,4,58,0,8,Personal Auto,Personal L2,Offer1,Call Center,945.169882,SUV,Medsize,1,0.5137160888744012,Yes
California,No,Extended,College,Employed,F,75638,Rural,Divorced,83,6,52,4,2,Personal Auto,Personal L3,Offer4,Agent,108.69653999999998,Four-Door Car,Medsize,1,0.5148932175929885,Yes
California,No,Extended,College,Unemployed,F,0,Suburban,Divorced,99,15,85,0,2,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Medsize,1,0.515802884555784,Yes
California,No,Basic,Bachelor,Medical Leave,M,18107,Suburban,Married,62,29,11,0,8,Personal Auto,Personal L2,Offer1,Agent,297.6,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Master,Unemployed,F,0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Large,1,0.4046161372342204,Yes
Oregon,No,Extended,College,Employed,M,31115,Suburban,Married,92,21,20,0,3,Personal Auto,Personal L1,Offer3,Agent,441.6,Four-Door Car,Medsize,1,0.5158540405598121,Yes
Oregon,Yes,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Corporate Auto,Corporate L3,Offer1,Agent,321.6,Four-Door Car,Medsize,1,0.5061474795137314,Yes
Oregon,No,Premium,Bachelor,Employed,M,84091,Urban,Married,105,18,48,0,9,Personal Auto,Personal L3,Offer3,Agent,380.560266,Four-Door Car,Medsize,1,0.5111840257237912,Yes
California,No,Basic,High School or Below,Employed,F,80550,Urban,Married,68,16,67,3,7,Personal Auto,Personal L3,Offer1,Branch,265.516965,Four-Door Car,Medsize,1,0.4916525321561143,Yes
California,No,Extended,College,Unemployed,F,0,Suburban,Single,129,2,72,0,1,Personal Auto,Personal L2,Offer4,Web,928.8,SUV,Medsize,0,0.0,No
Arizona,No,Extended,College,Unemployed,F,0,Suburban,Single,94,12,3,0,2,Personal Auto,Personal L3,Offer3,Branch,676.8,Two-Door Car,Medsize,1,0.5155846350765061,Yes
Oregon,No,Basic,College,Employed,F,96137,Rural,Married,73,17,34,2,1,Corporate Auto,Corporate L1,Offer1,Call Center,67.490616,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Master,Employed,F,93018,Rural,Divorced,63,5,90,0,3,Personal Auto,Personal L3,Offer3,Call Center,135.382194,Four-Door Car,Medsize,1,0.4519402253859718,Yes
Oregon,Yes,Extended,High School or Below,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L1,Offer2,Agent,486.278557,Four-Door Car,Large,0,0.0,No
Oregon,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,83,30,44,0,1,Personal Auto,Personal L3,Offer1,Agent,989.105367,Four-Door Car,Small,0,0.0,No
Oregon,No,Extended,High School or Below,Employed,M,96018,Urban,Married,122,8,60,0,3,Personal Auto,Personal L3,Offer2,Web,390.88142,SUV,Medsize,1,0.5158540405598121,Yes
California,No,Extended,Master,Employed,F,66947,Suburban,Married,78,13,12,0,6,Personal Auto,Personal L1,Offer3,Agent,374.4,Four-Door Car,Small,1,0.5125534989320036,Yes
California,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,131,18,41,0,3,Personal Auto,Personal L2,Offer2,Branch,628.8,Sports Car,Medsize,1,0.5113944541183648,Yes
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,62,15,80,0,3,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,College,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L1,Offer1,Branch,425.266308,Four-Door Car,Medsize,0,0.0,No
Arizona,Yes,Premium,Master,Employed,M,60880,Rural,Married,119,25,89,0,2,Corporate Auto,Corporate L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,1,0.5157874921511136,Yes
Arizona,No,Extended,College,Unemployed,F,0,Suburban,Married,204,35,45,0,2,Personal Auto,Personal L3,Offer1,Web,979.2,Luxury SUV,Large,1,0.5175324350513765,Yes
California,No,Extended,Bachelor,Employed,F,71731,Urban,Single,130,12,50,0,2,Corporate Auto,Corporate L2,Offer1,Branch,599.648466,SUV,Medsize,1,0.5172115440127304,Yes
Nevada,Yes,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,0,0.0,No
California,No,Extended,College,Employed,F,54431,Urban,Married,97,19,62,0,3,Personal Auto,Personal L3,Offer1,Agent,284.49502,Four-Door Car,Medsize,1,0.5160534770537228,Yes
Oregon,No,Basic,High School or Below,Employed,F,57016,Urban,Married,119,31,86,0,3,Personal Auto,Personal L2,Offer2,Agent,341.868399,SUV,Medsize,1,0.5151641260991079,Yes
Oregon,No,Basic,College,Employed,F,34695,Rural,Single,113,1,60,0,5,Personal Auto,Personal L3,Offer1,Call Center,100.323765,SUV,Small,1,0.5122313387006654,Yes
Oregon,No,Basic,College,Employed,M,33580,Suburban,Married,62,17,77,0,3,Corporate Auto,Corporate L3,Offer1,Agent,315.3262220000001,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Premium,Bachelor,Employed,F,51193,Rural,Married,104,31,21,2,1,Personal Auto,Personal L2,Offer1,Agent,97.313649,Two-Door Car,Medsize,0,0.0,No
Washington,No,Premium,Bachelor,Medical Leave,F,15142,Suburban,Married,116,7,5,0,3,Personal Auto,Personal L2,Offer2,Branch,792.609747,Two-Door Car,Small,1,0.5150886485445352,Yes
Arizona,No,Basic,High School or Below,Employed,M,26747,Suburban,Married,61,11,44,0,3,Corporate Auto,Corporate L2,Offer3,Web,404.074203,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,Doctor,Medical Leave,M,21275,Suburban,Divorced,240,3,58,0,2,Personal Auto,Personal L1,Offer3,Agent,1152.0,Luxury SUV,Medsize,1,0.5175258912103105,Yes
Oregon,No,Basic,Bachelor,Unemployed,F,0,Urban,Married,67,25,32,0,1,Personal Auto,Personal L1,Offer1,Call Center,181.335364,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,F,20497,Suburban,Married,65,17,94,0,2,Personal Auto,Personal L2,Offer4,Branch,425.358596,Four-Door Car,Small,1,0.5138181659658844,Yes
Oregon,No,Basic,Doctor,Employed,F,84424,Urban,Married,66,18,71,0,9,Personal Auto,Personal L2,Offer2,Call Center,231.537001,Four-Door Car,Medsize,1,0.4999190213275726,Yes
Arizona,Yes,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L1,Offer2,Agent,547.2,Four-Door Car,Medsize,1,0.5156150506078908,Yes
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,62,14,81,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,297.6,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,F,77041,Suburban,Married,74,11,61,0,1,Personal Auto,Personal L3,Offer3,Agent,475.01424,Two-Door Car,Large,0,0.0,No
California,Yes,Basic,Master,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small,1,0.5074902202253524,Yes
California,No,Extended,High School or Below,Employed,F,31027,Suburban,Single,124,30,66,1,2,Personal Auto,Personal L1,Offer1,Call Center,597.578875,SUV,Medsize,1,0.5158577545149694,Yes
California,No,Premium,Master,Employed,M,57394,Urban,Married,106,8,11,0,3,Personal Auto,Personal L3,Offer4,Call Center,316.492058,Four-Door Car,Medsize,1,0.5157666718630519,Yes
Washington,No,Basic,College,Medical Leave,F,24584,Urban,Single,66,11,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,279.706613,Four-Door Car,Medsize,1,0.5101664016356084,Yes
California,No,Basic,College,Employed,M,60184,Rural,Divorced,199,7,44,1,1,Personal Auto,Personal L3,Offer2,Web,161.61574,Luxury SUV,Medsize,1,0.5098158765708476,Yes
Arizona,No,Basic,College,Employed,F,71551,Suburban,Single,62,10,19,0,1,Personal Auto,Personal L3,Offer3,Branch,297.6,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,F,28108,Suburban,Married,114,6,27,0,3,Personal Auto,Personal L2,Offer4,Agent,547.2,Sports Car,Medsize,1,0.5126768860424457,Yes
Oregon,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,29,92,0,2,Personal Auto,Personal L2,Offer3,Branch,590.4,Four-Door Car,Medsize,1,0.5132557944702164,Yes
Oregon,No,Extended,College,Disabled,F,18690,Rural,Married,80,10,63,0,5,Personal Auto,Personal L2,Offer1,Agent,18.192921,Four-Door Car,Medsize,1,0.5102443388129152,Yes
Arizona,Yes,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Special Auto,Special L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,College,Employed,M,44743,Suburban,Divorced,137,16,55,4,1,Personal Auto,Personal L3,Offer1,Branch,741.300032,SUV,Small,1,0.4971977590193208,Yes
Oregon,No,Basic,High School or Below,Employed,M,24059,Suburban,Married,112,31,17,0,1,Personal Auto,Personal L3,Offer4,Web,537.6,SUV,Medsize,0,0.0,No
Oregon,No,Basic,College,Employed,M,41463,Suburban,Married,74,2,78,0,2,Special Auto,Special L3,Offer2,Web,355.2,Four-Door Car,Medsize,1,0.5147897614792613,Yes
Nevada,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,129,2,69,0,2,Corporate Auto,Corporate L2,Offer1,Agent,1267.549091,Sports Car,Medsize,1,0.5162798001970078,Yes
Oregon,No,Basic,College,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Offer1,Agent,313.366255,Two-Door Car,Medsize,1,0.5150967353846868,Yes
Arizona,No,Premium,Master,Employed,F,73876,Urban,Married,112,19,71,0,8,Personal Auto,Personal L1,Offer3,Web,419.303041,Four-Door Car,Medsize,1,0.5144538176026177,Yes
Arizona,Yes,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,Medsize,1,0.5129761310674609,Yes
California,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,105,13,22,0,1,Personal Auto,Personal L3,Offer1,Web,756.0,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,M,61367,Suburban,Divorced,70,7,85,0,2,Personal Auto,Personal L2,Offer3,Branch,498.533231,Two-Door Car,Medsize,1,0.5147240569316852,Yes
California,No,Premium,High School or Below,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Offer2,Branch,739.2,SUV,Small,1,0.5170143521996197,Yes
Arizona,No,Basic,Bachelor,Employed,F,45331,Suburban,Married,100,0,8,0,2,Personal Auto,Personal L1,Offer2,Agent,572.635987,SUV,Medsize,1,0.5153560007296633,Yes
Washington,Yes,Extended,College,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L1,Offer2,Call Center,7.345946,Two-Door Car,Small,1,0.5121450348689721,Yes
Arizona,No,Basic,College,Employed,M,94304,Urban,Divorced,71,31,41,0,1,Personal Auto,Personal L2,Offer2,Call Center,182.815897,Two-Door Car,Medsize,0,0.0,No
Nevada,Yes,Basic,Master,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L3,Offer1,Agent,312.0,Four-Door Car,Small,1,0.4434347728503613,Yes
California,No,Basic,Bachelor,Employed,F,55475,Urban,Divorced,116,18,75,0,2,Personal Auto,Personal L3,Offer1,Agent,412.471,SUV,Medsize,1,0.5157988900543976,Yes
Oregon,No,Extended,College,Unemployed,F,0,Suburban,Single,125,8,61,0,3,Personal Auto,Personal L2,Offer1,Branch,600.0,SUV,Medsize,1,0.5152486022480914,Yes
California,No,Basic,College,Disabled,M,28617,Suburban,Married,112,20,57,0,9,Personal Auto,Personal L2,Offer3,Agent,797.5956110000003,SUV,Medsize,1,0.5101501776784358,Yes
Washington,No,Basic,High School or Below,Employed,M,50470,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large,1,0.506679535105124,Yes
California,No,Extended,Bachelor,Employed,M,74271,Rural,Divorced,136,1,79,0,1,Personal Auto,Personal L2,Offer1,Call Center,174.327925,Sports Car,Medsize,1,0.5029577282028272,Yes
Nevada,No,Basic,Bachelor,Employed,F,70973,Suburban,Divorced,114,6,24,1,3,Personal Auto,Personal L2,Offer1,Agent,547.2,SUV,Small,1,0.5151736079443979,Yes
California,No,Basic,Master,Employed,M,43196,Rural,Married,66,34,71,0,2,Personal Auto,Personal L3,Offer4,Agent,1.48947,Four-Door Car,Medsize,1,0.5147707840516078,Yes
Arizona,No,Extended,High School or Below,Employed,M,85297,Suburban,Married,93,7,91,0,2,Special Auto,Special L3,Offer2,Branch,620.0115940000002,Two-Door Car,Small,1,0.5153834438744141,Yes
Washington,No,Basic,College,Employed,M,54314,Urban,Married,66,13,98,0,1,Personal Auto,Personal L3,Offer2,Branch,282.770894,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,194,22,79,0,1,Corporate Auto,Corporate L1,Offer4,Web,2306.508397,Luxury SUV,Medsize,1,0.5078118242306988,Yes
California,No,Basic,High School or Below,Employed,F,26201,Rural,Married,112,4,48,0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,1,0.5126033362945153,Yes
Arizona,No,Basic,Master,Employed,M,41459,Suburban,Married,71,8,4,0,2,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,1,0.5147931936743444,Yes
Oregon,Yes,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,1,0.5153834438744141,Yes
California,No,Basic,Bachelor,Medical Leave,M,27500,Urban,Divorced,114,25,47,0,2,Corporate Auto,Corporate L1,Offer1,Branch,472.28046100000006,SUV,Large,1,0.5155640874693445,Yes
California,No,Extended,Bachelor,Employed,M,67134,Rural,Married,131,5,63,1,6,Personal Auto,Personal L2,Offer1,Call Center,277.44896800000004,Sports Car,Medsize,1,0.516335147728514,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Urban,Married,71,23,84,0,1,Personal Auto,Personal L3,Offer2,Branch,191.640085,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Retired,M,20263,Suburban,Single,63,31,2,0,7,Personal Auto,Personal L3,Offer1,Agent,373.454457,Four-Door Car,Small,0,0.0,No
Oregon,Yes,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1,67,3,1,Corporate Auto,Corporate L3,Offer1,Agent,590.4,SUV,Medsize,0,0.0,No
Arizona,Yes,Basic,College,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large,1,0.5091114976603048,Yes
Oregon,No,Basic,High School or Below,Employed,F,53223,Urban,Divorced,72,9,0,0,2,Personal Auto,Personal L3,Offer1,Agent,299.788806,Four-Door Car,Large,1,0.5154191827239808,Yes
Oregon,No,Basic,Bachelor,Disabled,F,27357,Suburban,Married,61,19,48,0,5,Corporate Auto,Corporate L2,Offer1,Web,292.8,Four-Door Car,Small,0,0.0,No
California,No,Extended,Doctor,Medical Leave,F,12081,Suburban,Divorced,82,18,18,0,2,Personal Auto,Personal L3,Offer3,Agent,548.064933,Two-Door Car,Medsize,1,0.5148276144805598,Yes
Arizona,No,Premium,College,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Corporate L2,Offer1,Branch,532.8,Four-Door Car,Medsize,1,0.5134189921426968,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,3,79,1,1,Personal Auto,Personal L3,Offer4,Web,321.6,Four-Door Car,Medsize,0,0.0,No
Washington,Yes,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,1,0.5158619976920382,Yes
Arizona,No,Basic,Bachelor,Employed,F,50738,Suburban,Divorced,71,11,48,0,1,Personal Auto,Personal L1,Offer3,Agent,344.470631,Four-Door Car,Large,0,0.0,No
